2024-01-13 09:58:39,283 INFO    StreamThr :18336 [internal.py:wandb_internal():86] W&B internal server running at pid: 18336, started at: 2024-01-13 09:58:39.283520
2024-01-13 09:58:39,291 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: status
2024-01-13 09:58:39,295 INFO    WriterThread:18336 [datastore.py:open_for_write():87] open: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_095839-12031aef-f95f-49a3-b048-d5c134284aff\run-12031aef-f95f-49a3-b048-d5c134284aff.wandb
2024-01-13 09:58:39,297 DEBUG   SenderThread:18336 [sender.py:send():382] send: header
2024-01-13 09:58:39,459 DEBUG   SenderThread:18336 [sender.py:send():382] send: run
2024-01-13 09:58:39,820 INFO    SenderThread:18336 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_095839-12031aef-f95f-49a3-b048-d5c134284aff\files
2024-01-13 09:58:39,820 INFO    SenderThread:18336 [sender.py:_start_run_threads():1136] run started: 12031aef-f95f-49a3-b048-d5c134284aff with start time 1705157919.28352
2024-01-13 09:58:39,983 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: check_version
2024-01-13 09:58:39,987 DEBUG   SenderThread:18336 [sender.py:send_request():409] send_request: check_version
2024-01-13 09:58:40,120 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: run_start
2024-01-13 09:58:40,141 DEBUG   HandlerThread:18336 [system_info.py:__init__():27] System info init
2024-01-13 09:58:40,141 DEBUG   HandlerThread:18336 [system_info.py:__init__():42] System info init done
2024-01-13 09:58:40,141 INFO    HandlerThread:18336 [system_monitor.py:start():194] Starting system monitor
2024-01-13 09:58:40,141 INFO    SystemMonitor:18336 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-13 09:58:40,145 INFO    HandlerThread:18336 [system_monitor.py:probe():214] Collecting system info
2024-01-13 09:58:40,153 INFO    SystemMonitor:18336 [interfaces.py:start():190] Started cpu monitoring
2024-01-13 09:58:40,157 DEBUG   HandlerThread:18336 [system_info.py:probe():151] Probing system
2024-01-13 09:58:40,161 INFO    SystemMonitor:18336 [interfaces.py:start():190] Started disk monitoring
2024-01-13 09:58:40,169 INFO    SystemMonitor:18336 [interfaces.py:start():190] Started memory monitoring
2024-01-13 09:58:40,194 INFO    SystemMonitor:18336 [interfaces.py:start():190] Started network monitoring
2024-01-13 09:58:40,194 DEBUG   HandlerThread:18336 [system_info.py:_probe_git():136] Probing git
2024-01-13 09:58:40,515 DEBUG   HandlerThread:18336 [system_info.py:_probe_git():144] Probing git done
2024-01-13 09:58:40,515 DEBUG   HandlerThread:18336 [system_info.py:probe():199] Probing system done
2024-01-13 09:58:40,515 DEBUG   HandlerThread:18336 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-01-13T14:58:40.157785', 'startedAt': '2024-01-13T14:58:39.210142', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\Alex\\OneDrive\\Documents\\VSC\\labs\\decision transformer\\dt.py', 'codePathLocal': 'dt.py', 'codePath': 'decision transformer\\dt.py', 'git': {'remote': 'https://github.com/aleXyaO7/Labs.git', 'commit': 'c8cdfcd566f3072471aa227013c53fff697f9160'}, 'email': 'theundefeatedalexyao@gmail.com', 'root': 'C:/Users/Alex/OneDrive/Documents/VSC/Labs', 'host': 'AlexXPS', 'username': 'Alex', 'executable': 'C:\\Users\\Alex\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\\python.exe', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1100.0, 'min': 0.0, 'max': 1100.0}, 'cpu_freq_per_core': [{'current': 1100.0, 'min': 0.0, 'max': 1100.0}], 'disk': {'/': {'total': 934.2822227478027, 'used': 232.50357818603516}}, 'memory': {'total': 31.637401580810547}}
2024-01-13 09:58:40,515 INFO    HandlerThread:18336 [system_monitor.py:probe():224] Finished collecting system info
2024-01-13 09:58:40,519 INFO    HandlerThread:18336 [system_monitor.py:probe():227] Publishing system info
2024-01-13 09:58:40,520 INFO    HandlerThread:18336 [system_monitor.py:probe():229] Finished publishing system info
2024-01-13 09:58:40,544 DEBUG   SenderThread:18336 [sender.py:send():382] send: files
2024-01-13 09:58:40,544 INFO    SenderThread:18336 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-13 09:58:40,564 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: python_packages
2024-01-13 09:58:40,564 DEBUG   SenderThread:18336 [sender.py:send_request():409] send_request: python_packages
2024-01-13 09:58:40,564 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: stop_status
2024-01-13 09:58:40,568 DEBUG   SenderThread:18336 [sender.py:send_request():409] send_request: stop_status
2024-01-13 09:58:40,568 DEBUG   HandlerThread:18336 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-13 09:58:40,789 DEBUG   SenderThread:18336 [sender.py:send():382] send: telemetry
2024-01-13 09:58:40,789 DEBUG   SenderThread:18336 [sender.py:send():382] send: telemetry
2024-01-13 09:58:40,792 DEBUG   SenderThread:18336 [sender.py:send():382] send: exit
2024-01-13 09:58:40,792 INFO    SenderThread:18336 [sender.py:send_exit():589] handling exit code: 1
2024-01-13 09:58:40,794 INFO    SenderThread:18336 [sender.py:send_exit():591] handling runtime: 0
2024-01-13 09:58:40,794 INFO    SenderThread:18336 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
