2024-01-13 10:24:10,532 INFO    StreamThr :33404 [internal.py:wandb_internal():86] W&B internal server running at pid: 33404, started at: 2024-01-13 10:24:10.530767
2024-01-13 10:24:10,550 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: status
2024-01-13 10:24:10,559 INFO    WriterThread:33404 [datastore.py:open_for_write():87] open: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_102410-dcf61fda-5fde-4913-bce9-97a0b3f47c36\run-dcf61fda-5fde-4913-bce9-97a0b3f47c36.wandb
2024-01-13 10:24:10,564 DEBUG   SenderThread:33404 [sender.py:send():382] send: header
2024-01-13 10:24:10,777 DEBUG   SenderThread:33404 [sender.py:send():382] send: run
2024-01-13 10:24:11,124 INFO    SenderThread:33404 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_102410-dcf61fda-5fde-4913-bce9-97a0b3f47c36\files
2024-01-13 10:24:11,124 INFO    SenderThread:33404 [sender.py:_start_run_threads():1136] run started: dcf61fda-5fde-4913-bce9-97a0b3f47c36 with start time 1705159450.532781
2024-01-13 10:24:11,221 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: check_version
2024-01-13 10:24:11,221 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: check_version
2024-01-13 10:24:11,365 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: run_start
2024-01-13 10:24:11,398 DEBUG   HandlerThread:33404 [system_info.py:__init__():27] System info init
2024-01-13 10:24:11,398 DEBUG   HandlerThread:33404 [system_info.py:__init__():42] System info init done
2024-01-13 10:24:11,398 INFO    HandlerThread:33404 [system_monitor.py:start():194] Starting system monitor
2024-01-13 10:24:11,398 INFO    SystemMonitor:33404 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-13 10:24:11,398 INFO    HandlerThread:33404 [system_monitor.py:probe():214] Collecting system info
2024-01-13 10:24:11,414 INFO    SystemMonitor:33404 [interfaces.py:start():190] Started cpu monitoring
2024-01-13 10:24:11,426 DEBUG   HandlerThread:33404 [system_info.py:probe():151] Probing system
2024-01-13 10:24:11,426 INFO    SystemMonitor:33404 [interfaces.py:start():190] Started disk monitoring
2024-01-13 10:24:11,443 INFO    SystemMonitor:33404 [interfaces.py:start():190] Started memory monitoring
2024-01-13 10:24:11,455 INFO    SystemMonitor:33404 [interfaces.py:start():190] Started network monitoring
2024-01-13 10:24:11,464 DEBUG   HandlerThread:33404 [system_info.py:_probe_git():136] Probing git
2024-01-13 10:24:11,869 DEBUG   HandlerThread:33404 [system_info.py:_probe_git():144] Probing git done
2024-01-13 10:24:11,869 DEBUG   HandlerThread:33404 [system_info.py:probe():199] Probing system done
2024-01-13 10:24:11,869 DEBUG   HandlerThread:33404 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-01-13T15:24:11.426748', 'startedAt': '2024-01-13T15:24:10.509009', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\Alex\\OneDrive\\Documents\\VSC\\labs\\decision transformer\\dt.py', 'codePathLocal': 'dt.py', 'codePath': 'decision transformer\\dt.py', 'git': {'remote': 'https://github.com/aleXyaO7/Labs.git', 'commit': 'c8cdfcd566f3072471aa227013c53fff697f9160'}, 'email': 'theundefeatedalexyao@gmail.com', 'root': 'C:/Users/Alex/OneDrive/Documents/VSC/Labs', 'host': 'AlexXPS', 'username': 'Alex', 'executable': 'C:\\Users\\Alex\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\\python.exe', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1100.0, 'min': 0.0, 'max': 1100.0}, 'cpu_freq_per_core': [{'current': 1100.0, 'min': 0.0, 'max': 1100.0}], 'disk': {'/': {'total': 934.2822227478027, 'used': 233.02881240844727}}, 'memory': {'total': 31.637401580810547}}
2024-01-13 10:24:11,869 INFO    HandlerThread:33404 [system_monitor.py:probe():224] Finished collecting system info
2024-01-13 10:24:11,869 INFO    HandlerThread:33404 [system_monitor.py:probe():227] Publishing system info
2024-01-13 10:24:11,873 INFO    HandlerThread:33404 [system_monitor.py:probe():229] Finished publishing system info
2024-01-13 10:24:11,893 DEBUG   SenderThread:33404 [sender.py:send():382] send: files
2024-01-13 10:24:11,893 INFO    SenderThread:33404 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-13 10:24:11,909 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: python_packages
2024-01-13 10:24:11,909 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: python_packages
2024-01-13 10:24:11,909 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: stop_status
2024-01-13 10:24:11,913 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-13 10:24:11,913 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: stop_status
2024-01-13 10:24:12,138 INFO    Thread-16 :33404 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_102410-dcf61fda-5fde-4913-bce9-97a0b3f47c36\files\wandb-metadata.json
2024-01-13 10:24:12,138 INFO    Thread-16 :33404 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240113_102410-dcf61fda-5fde-4913-bce9-97a0b3f47c36\files\requirements.txt
2024-01-13 10:24:12,150 DEBUG   SenderThread:33404 [sender.py:send():382] send: telemetry
2024-01-13 10:24:12,150 DEBUG   SenderThread:33404 [sender.py:send():382] send: telemetry
2024-01-13 10:24:12,158 DEBUG   SenderThread:33404 [sender.py:send():382] send: exit
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:send_exit():589] handling exit code: 1
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:send_exit():591] handling runtime: 0
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:send_exit():597] send defer
2024-01-13 10:24:12,158 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: defer
2024-01-13 10:24:12,158 INFO    HandlerThread:33404 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-13 10:24:12,158 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: defer
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:send_request_defer():613] handle sender defer: 0
2024-01-13 10:24:12,158 INFO    SenderThread:33404 [sender.py:transition_state():617] send defer: 1
2024-01-13 10:24:12,162 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: defer
2024-01-13 10:24:12,162 INFO    HandlerThread:33404 [handler.py:handle_request_defer():172] handle defer: 1
2024-01-13 10:24:12,162 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: defer
2024-01-13 10:24:12,162 INFO    SenderThread:33404 [sender.py:send_request_defer():613] handle sender defer: 1
2024-01-13 10:24:12,162 INFO    SenderThread:33404 [sender.py:transition_state():617] send defer: 2
2024-01-13 10:24:12,163 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: defer
2024-01-13 10:24:12,163 INFO    HandlerThread:33404 [handler.py:handle_request_defer():172] handle defer: 2
2024-01-13 10:24:12,163 INFO    HandlerThread:33404 [system_monitor.py:finish():203] Stopping system monitor
2024-01-13 10:24:12,163 DEBUG   SystemMonitor:33404 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-01-13 10:24:12,163 DEBUG   SystemMonitor:33404 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-01-13 10:24:12,163 INFO    HandlerThread:33404 [interfaces.py:finish():202] Joined cpu monitor
2024-01-13 10:24:12,163 DEBUG   SystemMonitor:33404 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-01-13 10:24:12,163 INFO    HandlerThread:33404 [interfaces.py:finish():202] Joined disk monitor
2024-01-13 10:24:12,163 INFO    HandlerThread:33404 [interfaces.py:finish():202] Joined memory monitor
2024-01-13 10:24:12,166 INFO    HandlerThread:33404 [interfaces.py:finish():202] Joined network monitor
2024-01-13 10:24:12,166 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: defer
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:send_request_defer():613] handle sender defer: 2
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:transition_state():617] send defer: 3
2024-01-13 10:24:12,166 DEBUG   SenderThread:33404 [sender.py:send():382] send: stats
2024-01-13 10:24:12,166 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: defer
2024-01-13 10:24:12,166 INFO    HandlerThread:33404 [handler.py:handle_request_defer():172] handle defer: 3
2024-01-13 10:24:12,166 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: defer
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:send_request_defer():613] handle sender defer: 3
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:transition_state():617] send defer: 4
2024-01-13 10:24:12,166 DEBUG   HandlerThread:33404 [handler.py:handle_request():146] handle_request: defer
2024-01-13 10:24:12,166 INFO    HandlerThread:33404 [handler.py:handle_request_defer():172] handle defer: 4
2024-01-13 10:24:12,166 DEBUG   SenderThread:33404 [sender.py:send_request():409] send_request: defer
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:send_request_defer():613] handle sender defer: 4
2024-01-13 10:24:12,166 INFO    SenderThread:33404 [sender.py:transition_state():617] send defer: 5
