2024-01-14 15:33:09,396 INFO    StreamThr :18808 [internal.py:wandb_internal():86] W&B internal server running at pid: 18808, started at: 2024-01-14 15:33:09.396978
2024-01-14 15:33:09,400 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: status
2024-01-14 15:33:09,421 INFO    WriterThread:18808 [datastore.py:open_for_write():87] open: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240114_153309-7325883f-74a9-4fc7-8aa6-0662a01a0e3d\run-7325883f-74a9-4fc7-8aa6-0662a01a0e3d.wandb
2024-01-14 15:33:09,425 DEBUG   SenderThread:18808 [sender.py:send():382] send: header
2024-01-14 15:33:09,667 DEBUG   SenderThread:18808 [sender.py:send():382] send: run
2024-01-14 15:33:10,034 INFO    SenderThread:18808 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240114_153309-7325883f-74a9-4fc7-8aa6-0662a01a0e3d\files
2024-01-14 15:33:10,034 INFO    SenderThread:18808 [sender.py:_start_run_threads():1136] run started: 7325883f-74a9-4fc7-8aa6-0662a01a0e3d with start time 1705264389.400984
2024-01-14 15:33:10,154 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: check_version
2024-01-14 15:33:10,154 DEBUG   SenderThread:18808 [sender.py:send_request():409] send_request: check_version
2024-01-14 15:33:10,370 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: run_start
2024-01-14 15:33:10,410 DEBUG   HandlerThread:18808 [system_info.py:__init__():27] System info init
2024-01-14 15:33:10,410 DEBUG   HandlerThread:18808 [system_info.py:__init__():42] System info init done
2024-01-14 15:33:10,410 INFO    HandlerThread:18808 [system_monitor.py:start():194] Starting system monitor
2024-01-14 15:33:10,410 INFO    SystemMonitor:18808 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-14 15:33:10,414 INFO    HandlerThread:18808 [system_monitor.py:probe():214] Collecting system info
2024-01-14 15:33:10,430 INFO    SystemMonitor:18808 [interfaces.py:start():190] Started cpu monitoring
2024-01-14 15:33:10,443 DEBUG   HandlerThread:18808 [system_info.py:probe():151] Probing system
2024-01-14 15:33:10,447 INFO    SystemMonitor:18808 [interfaces.py:start():190] Started disk monitoring
2024-01-14 15:33:10,463 INFO    SystemMonitor:18808 [interfaces.py:start():190] Started memory monitoring
2024-01-14 15:33:10,496 INFO    SystemMonitor:18808 [interfaces.py:start():190] Started network monitoring
2024-01-14 15:33:10,516 DEBUG   HandlerThread:18808 [system_info.py:_probe_git():136] Probing git
2024-01-14 15:33:10,866 DEBUG   HandlerThread:18808 [system_info.py:_probe_git():144] Probing git done
2024-01-14 15:33:10,866 DEBUG   HandlerThread:18808 [system_info.py:probe():199] Probing system done
2024-01-14 15:33:10,866 DEBUG   HandlerThread:18808 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-01-14T20:33:10.447452', 'startedAt': '2024-01-14T20:33:09.372790', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Alex\\OneDrive\\Documents\\VSC\\Labs\\Decision Transformer\\dt.py', 'codePathLocal': 'dt.py', 'codePath': 'Decision Transformer\\dt.py', 'git': {'remote': 'https://github.com/aleXyaO7/Labs.git', 'commit': 'c8cdfcd566f3072471aa227013c53fff697f9160'}, 'email': 'theundefeatedalexyao@gmail.com', 'root': 'C:/Users/Alex/OneDrive/Documents/VSC/Labs', 'host': 'AlexXPS', 'username': 'Alex', 'executable': 'C:\\Users\\Alex\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\\python.exe', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1100.0, 'min': 0.0, 'max': 1100.0}, 'cpu_freq_per_core': [{'current': 1100.0, 'min': 0.0, 'max': 1100.0}], 'disk': {'/': {'total': 934.2822227478027, 'used': 233.19109725952148}}, 'memory': {'total': 31.637401580810547}}
2024-01-14 15:33:10,866 INFO    HandlerThread:18808 [system_monitor.py:probe():224] Finished collecting system info
2024-01-14 15:33:10,866 INFO    HandlerThread:18808 [system_monitor.py:probe():227] Publishing system info
2024-01-14 15:33:10,870 INFO    HandlerThread:18808 [system_monitor.py:probe():229] Finished publishing system info
2024-01-14 15:33:10,902 DEBUG   SenderThread:18808 [sender.py:send():382] send: files
2024-01-14 15:33:10,902 INFO    SenderThread:18808 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-14 15:33:10,915 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: python_packages
2024-01-14 15:33:10,915 DEBUG   SenderThread:18808 [sender.py:send_request():409] send_request: python_packages
2024-01-14 15:33:10,915 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: stop_status
2024-01-14 15:33:10,919 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-14 15:33:10,919 DEBUG   SenderThread:18808 [sender.py:send_request():409] send_request: stop_status
2024-01-14 15:33:11,050 INFO    Thread-16 :18808 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240114_153309-7325883f-74a9-4fc7-8aa6-0662a01a0e3d\files\requirements.txt
2024-01-14 15:33:11,050 INFO    Thread-16 :18808 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alex\OneDrive\Documents\VSC\labs\decision transformer\wandb\run-20240114_153309-7325883f-74a9-4fc7-8aa6-0662a01a0e3d\files\wandb-metadata.json
2024-01-14 15:33:11,150 DEBUG   SenderThread:18808 [sender.py:send():382] send: telemetry
2024-01-14 15:33:11,150 DEBUG   SenderThread:18808 [sender.py:send():382] send: telemetry
2024-01-14 15:33:11,158 DEBUG   SenderThread:18808 [sender.py:send():382] send: exit
2024-01-14 15:33:11,158 INFO    SenderThread:18808 [sender.py:send_exit():589] handling exit code: 1
2024-01-14 15:33:11,158 INFO    SenderThread:18808 [sender.py:send_exit():591] handling runtime: 0
2024-01-14 15:33:11,158 INFO    SenderThread:18808 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-14 15:33:11,158 INFO    SenderThread:18808 [sender.py:send_exit():597] send defer
2024-01-14 15:33:11,158 DEBUG   HandlerThread:18808 [handler.py:handle_request():146] handle_request: defer
